tabel,kode,lapangan_usaha,periode,nilai
ADHB,A,"Pertanian, Kehutanan, dan Perikanan",Triwulan I 2022,2143481.837
ADHB,A,"Pertanian, Kehutanan, dan Perikanan",Triwulan II 2022,1920164.639
ADHB,A,"Pertanian, Kehutanan, dan Perikanan",Triwulan III 2022,2045800.389
ADHB,A,"Pertanian, Kehutanan, dan Perikanan",Triwulan IV 2022,2036530.657
ADHB,A,"Pertanian, Kehutanan, dan Perikanan",Tahunan 2022,8145977.523
ADHB,A,"Pertanian, Kehutanan, dan Perikanan",Triwulan I 2023,2204396.201
ADHB,A,"Pertanian, Kehutanan, dan Perikanan",Triwulan II 2023,2033149.781
ADHB,A,"Pertanian, Kehutanan, dan Perikanan",Triwulan III 2023,2150608.057
ADHB,A,"Pertanian, Kehutanan, dan Perikanan",Triwulan IV 2023,2196106.443
ADHB,A,"Pertanian, Kehutanan, dan Perikanan",Tahunan 2023,8584260.481
ADHB,A,"Pertanian, Kehutanan, dan Perikanan",Triwulan I 2024,2384438.946
ADHB,A,"Pertanian, Kehutanan, dan Perikanan",Triwulan II 2024,2171522.183
ADHB,A,"Pertanian, Kehutanan, dan Perikanan",Triwulan III 2024,2322545.007
ADHB,A,"Pertanian, Kehutanan, dan Perikanan",Triwulan IV 2024,2422605.833
ADHB,A,"Pertanian, Kehutanan, dan Perikanan",Tahunan 2024,9301111.969
ADHB,A,"Pertanian, Kehutanan, dan Perikanan",Triwulan I 2025,2592670.911
ADHB,A,"Pertanian, Kehutanan, dan Perikanan",Triwulan II 2025,2412612.571
ADHB,A,"Pertanian, Kehutanan, dan Perikanan",Triwulan III 2025,2554183.162
ADHB,A,"Pertanian, Kehutanan, dan Perikanan",Triwulan IV 2025,2681948.993
ADHB,A,"Pertanian, Kehutanan, dan Perikanan",Tahunan 2025,10241415.64
ADHB,A,"Pertanian, Kehutanan, dan Perikanan",Triwulan I 2026,2804770.882
ADHB,B,Pertambangan dan Penggalian,Triwulan I 2022,72643.02205
ADHB,B,Pertambangan dan Penggalian,Triwulan II 2022,71217.17979
ADHB,B,Pertambangan dan Penggalian,Triwulan III 2022,71579.20239
ADHB,B,Pertambangan dan Penggalian,Triwulan IV 2022,73862.56791
ADHB,B,Pertambangan dan Penggalian,Tahunan 2022,289301.9721
ADHB,B,Pertambangan dan Penggalian,Triwulan I 2023,68586.17753
ADHB,B,Pertambangan dan Penggalian,Triwulan II 2023,78376.9127
ADHB,B,Pertambangan dan Penggalian,Triwulan III 2023,79954.8259
ADHB,B,Pertambangan dan Penggalian,Triwulan IV 2023,83199.67129
ADHB,B,Pertambangan dan Penggalian,Tahunan 2023,310117.5874
ADHB,B,Pertambangan dan Penggalian,Triwulan I 2024,77335.23141
ADHB,B,Pertambangan dan Penggalian,Triwulan II 2024,86401.28816
ADHB,B,Pertambangan dan Penggalian,Triwulan III 2024,87057.48953
ADHB,B,Pertambangan dan Penggalian,Triwulan IV 2024,88732.86185
ADHB,B,Pertambangan dan Penggalian,Tahunan 2024,339526.871
ADHB,B,Pertambangan dan Penggalian,Triwulan I 2025,81986.90849
ADHB,B,Pertambangan dan Penggalian,Triwulan II 2025,90820.16289
ADHB,B,Pertambangan dan Penggalian,Triwulan III 2025,93116.41296
ADHB,B,Pertambangan dan Penggalian,Triwulan IV 2025,98305.85946
ADHB,B,Pertambangan dan Penggalian,Tahunan 2025,364229.3438
ADHB,B,Pertambangan dan Penggalian,Triwulan I 2026,88989.48137
ADHB,C,Industri Pengolahan,Triwulan I 2022,721333.5336
ADHB,C,Industri Pengolahan,Triwulan II 2022,725840.7
ADHB,C,Industri Pengolahan,Triwulan III 2022,756777.0102
ADHB,C,Industri Pengolahan,Triwulan IV 2022,767380.1892
ADHB,C,Industri Pengolahan,Tahunan 2022,2971331.433
ADHB,C,Industri Pengolahan,Triwulan I 2023,731958.1586
ADHB,C,Industri Pengolahan,Triwulan II 2023,731012.1995
ADHB,C,Industri Pengolahan,Triwulan III 2023,730266.2852
ADHB,C,Industri Pengolahan,Triwulan IV 2023,796119.3193
ADHB,C,Industri Pengolahan,Tahunan 2023,2989355.963
ADHB,C,Industri Pengolahan,Triwulan I 2024,767643.2399
ADHB,C,Industri Pengolahan,Triwulan II 2024,805121.3154
ADHB,C,Industri Pengolahan,Triwulan III 2024,815089.4477
ADHB,C,Industri Pengolahan,Triwulan IV 2024,915939.9378
ADHB,C,Industri Pengolahan,Tahunan 2024,3303793.941
ADHB,C,Industri Pengolahan,Triwulan I 2025,886159.8823
ADHB,C,Industri Pengolahan,Triwulan II 2025,907994.9988
ADHB,C,Industri Pengolahan,Triwulan III 2025,925374.3035
ADHB,C,Industri Pengolahan,Triwulan IV 2025,959097.9079
ADHB,C,Industri Pengolahan,Tahunan 2025,3678627.092
ADHB,C,Industri Pengolahan,Triwulan I 2026,955678.3834
ADHB,D,Pengadaan Listrik dan Gas,Triwulan I 2022,2379.322416
ADHB,D,Pengadaan Listrik dan Gas,Triwulan II 2022,2316.028613
ADHB,D,Pengadaan Listrik dan Gas,Triwulan III 2022,2309.9849
ADHB,D,Pengadaan Listrik dan Gas,Triwulan IV 2022,2656.364254
ADHB,D,Pengadaan Listrik dan Gas,Tahunan 2022,9661.700182
ADHB,D,Pengadaan Listrik dan Gas,Triwulan I 2023,2732.329843
ADHB,D,Pengadaan Listrik dan Gas,Triwulan II 2023,2883.230341
ADHB,D,Pengadaan Listrik dan Gas,Triwulan III 2023,2922.478716
ADHB,D,Pengadaan Listrik dan Gas,Triwulan IV 2023,2736.191086
ADHB,D,Pengadaan Listrik dan Gas,Tahunan 2023,11274.22999
ADHB,D,Pengadaan Listrik dan Gas,Triwulan I 2024,2928.087384
ADHB,D,Pengadaan Listrik dan Gas,Triwulan II 2024,3050.40402
ADHB,D,Pengadaan Listrik dan Gas,Triwulan III 2024,3049.134459
ADHB,D,Pengadaan Listrik dan Gas,Triwulan IV 2024,2972.818476
ADHB,D,Pengadaan Listrik dan Gas,Tahunan 2024,12000.44434
ADHB,D,Pengadaan Listrik dan Gas,Triwulan I 2025,3073.806565
ADHB,D,Pengadaan Listrik dan Gas,Triwulan II 2025,3190.156017
ADHB,D,Pengadaan Listrik dan Gas,Triwulan III 2025,3175.918624
ADHB,D,Pengadaan Listrik dan Gas,Triwulan IV 2025,3216.726724
ADHB,D,Pengadaan Listrik dan Gas,Tahunan 2025,12656.60793
ADHB,D,Pengadaan Listrik dan Gas,Triwulan I 2026,3239.001584
ADHB,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",Triwulan I 2022,3256.9441369545393
ADHB,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",Triwulan II 2022,3454.0878111292345
ADHB,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",Triwulan III 2022,3405.770206679142
ADHB,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",Triwulan IV 2022,3459.0750832364415
ADHB,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",Tahunan 2022,13575.87724
ADHB,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",Triwulan I 2023,3546.9060479953723
ADHB,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",Triwulan II 2023,3687.7815235810576
ADHB,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",Triwulan III 2023,3706.6539742615164
ADHB,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",Triwulan IV 2023,3691.746371208368
ADHB,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",Tahunan 2023,14633.08792
ADHB,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",Triwulan I 2024,3784.905837507775
ADHB,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",Triwulan II 2024,3976.4700749620483
ADHB,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",Triwulan III 2024,3982.93920255487
ADHB,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",Triwulan IV 2024,3948.506079941693
ADHB,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",Tahunan 2024,15692.82119
ADHB,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",Triwulan I 2025,3906.299312565408
ADHB,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",Triwulan II 2025,4219.921540775279
ADHB,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",Triwulan III 2025,4229.913614866635
ADHB,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",Triwulan IV 2025,4259.236537901154
ADHB,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",Tahunan 2025,16615.37101
ADHB,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",Triwulan I 2026,4456.86437554971
ADHB,F,Konstruksi,Triwulan I 2022,466647.983942931
ADHB,F,Konstruksi,Triwulan II 2022,490980.921447034
ADHB,F,Konstruksi,Triwulan III 2022,510231.762276764
ADHB,F,Konstruksi,Triwulan IV 2022,560936.713650831
ADHB,F,Konstruksi,Tahunan 2022,2028797.381
ADHB,F,Konstruksi,Triwulan I 2023,495931.883286421
ADHB,F,Konstruksi,Triwulan II 2023,513610.648831041
ADHB,F,Konstruksi,Triwulan III 2023,535469.909551777
ADHB,F,Konstruksi,Triwulan IV 2023,673003.36221115
ADHB,F,Konstruksi,Tahunan 2023,2218015.804
ADHB,F,Konstruksi,Triwulan I 2024,587910.138307936
ADHB,F,Konstruksi,Triwulan II 2024,603315.484716731
ADHB,F,Konstruksi,Triwulan III 2024,623179.90807467
ADHB,F,Konstruksi,Triwulan IV 2024,717381.339737462
ADHB,F,Konstruksi,Tahunan 2024,2531786.871
ADHB,F,Konstruksi,Triwulan I 2025,609569.694275427
ADHB,F,Konstruksi,Triwulan II 2025,636360.3343009
ADHB,F,Konstruksi,Triwulan III 2025,658679.479581847
ADHB,F,Konstruksi,Triwulan IV 2025,766206.1595813617
ADHB,F,Konstruksi,Tahunan 2025,2670815.668
ADHB,F,Konstruksi,Triwulan I 2026,671177.703014028
ADHB,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,Triwulan I 2022,998512.742
ADHB,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,Triwulan II 2022,1137570.213
ADHB,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,Triwulan III 2022,1034906.051
ADHB,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,Triwulan IV 2022,1095052.971
ADHB,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,Tahunan 2022,4266041.977
ADHB,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,Triwulan I 2023,1127576.366
ADHB,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,Triwulan II 2023,1205763.12
ADHB,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,Triwulan III 2023,1194061.763
ADHB,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,Triwulan IV 2023,1201670.601
ADHB,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,Tahunan 2023,4729071.85
ADHB,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,Triwulan I 2024,1204066.529
ADHB,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,Triwulan II 2024,1314617.617
ADHB,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,Triwulan III 2024,1283688.06
ADHB,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,Triwulan IV 2024,1302919.533
ADHB,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,Tahunan 2024,5105291.739
ADHB,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,Triwulan I 2025,1309209.482
ADHB,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,Triwulan II 2025,1427146.851
ADHB,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,Triwulan III 2025,1398824.482
ADHB,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,Triwulan IV 2025,1396771.087
ADHB,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,Tahunan 2025,5531951.902
ADHB,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,Triwulan I 2026,1431022.844
ADHB,H,Transportasi dan Pergudangan,Triwulan I 2022,126901.8411
ADHB,H,Transportasi dan Pergudangan,Triwulan II 2022,159501.9529
ADHB,H,Transportasi dan Pergudangan,Triwulan III 2022,156029.4452
ADHB,H,Transportasi dan Pergudangan,Triwulan IV 2022,143513.2215
ADHB,H,Transportasi dan Pergudangan,Tahunan 2022,585946.4606
ADHB,H,Transportasi dan Pergudangan,Triwulan I 2023,135970.6988
ADHB,H,Transportasi dan Pergudangan,Triwulan II 2023,186549.0122
ADHB,H,Transportasi dan Pergudangan,Triwulan III 2023,171844.8587
ADHB,H,Transportasi dan Pergudangan,Triwulan IV 2023,165404.8023
ADHB,H,Transportasi dan Pergudangan,Tahunan 2023,659769.372
ADHB,H,Transportasi dan Pergudangan,Triwulan I 2024,153518.7241
ADHB,H,Transportasi dan Pergudangan,Triwulan II 2024,199662.5644
ADHB,H,Transportasi dan Pergudangan,Triwulan III 2024,187460.1291
ADHB,H,Transportasi dan Pergudangan,Triwulan IV 2024,178669.5187
ADHB,H,Transportasi dan Pergudangan,Tahunan 2024,719310.9363
ADHB,H,Transportasi dan Pergudangan,Triwulan I 2025,172229.3738
ADHB,H,Transportasi dan Pergudangan,Triwulan II 2025,215428.5872
ADHB,H,Transportasi dan Pergudangan,Triwulan III 2025,201589.1897
ADHB,H,Transportasi dan Pergudangan,Triwulan IV 2025,193710.6725
ADHB,H,Transportasi dan Pergudangan,Tahunan 2025,782957.8231
ADHB,H,Transportasi dan Pergudangan,Triwulan I 2026,199063.5665
ADHB,I,Penyediaan Akomodasi dan Makan Minum,Triwulan I 2022,110976.0993
ADHB,I,Penyediaan Akomodasi dan Makan Minum,Triwulan II 2022,117921.3525
ADHB,I,Penyediaan Akomodasi dan Makan Minum,Triwulan III 2022,118001.894
ADHB,I,Penyediaan Akomodasi dan Makan Minum,Triwulan IV 2022,118645.2545
ADHB,I,Penyediaan Akomodasi dan Makan Minum,Tahunan 2022,465544.6003
ADHB,I,Penyediaan Akomodasi dan Makan Minum,Triwulan I 2023,119860.6849
ADHB,I,Penyediaan Akomodasi dan Makan Minum,Triwulan II 2023,123887.0292
ADHB,I,Penyediaan Akomodasi dan Makan Minum,Triwulan III 2023,127701.1163
ADHB,I,Penyediaan Akomodasi dan Makan Minum,Triwulan IV 2023,133472.2199
ADHB,I,Penyediaan Akomodasi dan Makan Minum,Tahunan 2023,504921.0503
ADHB,I,Penyediaan Akomodasi dan Makan Minum,Triwulan I 2024,136048.8464
ADHB,I,Penyediaan Akomodasi dan Makan Minum,Triwulan II 2024,140642.6452
ADHB,I,Penyediaan Akomodasi dan Makan Minum,Triwulan III 2024,142138.2843
ADHB,I,Penyediaan Akomodasi dan Makan Minum,Triwulan IV 2024,143269.4634
ADHB,I,Penyediaan Akomodasi dan Makan Minum,Tahunan 2024,562099.2394
ADHB,I,Penyediaan Akomodasi dan Makan Minum,Triwulan I 2025,143942.5702
ADHB,I,Penyediaan Akomodasi dan Makan Minum,Triwulan II 2025,150218.8857
ADHB,I,Penyediaan Akomodasi dan Makan Minum,Triwulan III 2025,149696.4503
ADHB,I,Penyediaan Akomodasi dan Makan Minum,Triwulan IV 2025,154296.7862
ADHB,I,Penyediaan Akomodasi dan Makan Minum,Tahunan 2025,598154.6924
ADHB,I,Penyediaan Akomodasi dan Makan Minum,Triwulan I 2026,156950.1089
ADHB,J,Informasi dan Komunikasi,Triwulan I 2022,262546.938284057
ADHB,J,Informasi dan Komunikasi,Triwulan II 2022,270268.356193198
ADHB,J,Informasi dan Komunikasi,Triwulan III 2022,268652.025040305
ADHB,J,Informasi dan Komunikasi,Triwulan IV 2022,270380.630910499
ADHB,J,Informasi dan Komunikasi,Tahunan 2022,1071847.95
ADHB,J,Informasi dan Komunikasi,Triwulan I 2023,276162.890655615
ADHB,J,Informasi dan Komunikasi,Triwulan II 2023,293204.332615287
ADHB,J,Informasi dan Komunikasi,Triwulan III 2023,286995.485170578
ADHB,J,Informasi dan Komunikasi,Triwulan IV 2023,293670.146093586
ADHB,J,Informasi dan Komunikasi,Tahunan 2023,1150032.855
ADHB,J,Informasi dan Komunikasi,Triwulan I 2024,301120.817467993
ADHB,J,Informasi dan Komunikasi,Triwulan II 2024,318888.56950057
ADHB,J,Informasi dan Komunikasi,Triwulan III 2024,308950.663327342
ADHB,J,Informasi dan Komunikasi,Triwulan IV 2024,311783.31964195
ADHB,J,Informasi dan Komunikasi,Tahunan 2024,1240743.37
ADHB,J,Informasi dan Komunikasi,Triwulan I 2025,321971.128154719
ADHB,J,Informasi dan Komunikasi,Triwulan II 2025,341740.757812484
ADHB,J,Informasi dan Komunikasi,Triwulan III 2025,330972.918187914
ADHB,J,Informasi dan Komunikasi,Triwulan IV 2025,335327.6009556191
ADHB,J,Informasi dan Komunikasi,Tahunan 2025,1330012.405
ADHB,J,Informasi dan Komunikasi,Triwulan I 2026,338972.1177189143
ADHB,K,Jasa Keuangan dan Asuransi,Triwulan I 2022,153109.1784
ADHB,K,Jasa Keuangan dan Asuransi,Triwulan II 2022,141643.3906
ADHB,K,Jasa Keuangan dan Asuransi,Triwulan III 2022,153000.0037
ADHB,K,Jasa Keuangan dan Asuransi,Triwulan IV 2022,153385.9543
ADHB,K,Jasa Keuangan dan Asuransi,Tahunan 2022,601138.527
ADHB,K,Jasa Keuangan dan Asuransi,Triwulan I 2023,161659.747
ADHB,K,Jasa Keuangan dan Asuransi,Triwulan II 2023,160141.0173
ADHB,K,Jasa Keuangan dan Asuransi,Triwulan III 2023,160504.7892
ADHB,K,Jasa Keuangan dan Asuransi,Triwulan IV 2023,161724.9757
ADHB,K,Jasa Keuangan dan Asuransi,Tahunan 2023,644030.5292
ADHB,K,Jasa Keuangan dan Asuransi,Triwulan I 2024,170225.0275
ADHB,K,Jasa Keuangan dan Asuransi,Triwulan II 2024,169305.6731
ADHB,K,Jasa Keuangan dan Asuransi,Triwulan III 2024,170535.5851
ADHB,K,Jasa Keuangan dan Asuransi,Triwulan IV 2024,171217.5678
ADHB,K,Jasa Keuangan dan Asuransi,Tahunan 2024,681283.8535
ADHB,K,Jasa Keuangan dan Asuransi,Triwulan I 2025,175660.2777
ADHB,K,Jasa Keuangan dan Asuransi,Triwulan II 2025,177100.1387
ADHB,K,Jasa Keuangan dan Asuransi,Triwulan III 2025,174123.8368
ADHB,K,Jasa Keuangan dan Asuransi,Triwulan IV 2025,177702.4588
ADHB,K,Jasa Keuangan dan Asuransi,Tahunan 2025,704586.712
ADHB,K,Jasa Keuangan dan Asuransi,Triwulan I 2026,184368.0348
ADHB,L,Real Estate,Triwulan I 2022,175801.28568911445
ADHB,L,Real Estate,Triwulan II 2022,186654.7521329899
ADHB,L,Real Estate,Triwulan III 2022,182277.9254142596
ADHB,L,Real Estate,Triwulan IV 2022,192361.14238424008
ADHB,L,Real Estate,Tahunan 2022,737095.1056
ADHB,L,Real Estate,Triwulan I 2023,198436.59517659125
ADHB,L,Real Estate,Triwulan II 2023,199340.83528164
ADHB,L,Real Estate,Triwulan III 2023,199866.958987545
ADHB,L,Real Estate,Triwulan IV 2023,206081.6503603616
ADHB,L,Real Estate,Tahunan 2023,803726.0398
ADHB,L,Real Estate,Triwulan I 2024,222970.82338109473
ADHB,L,Real Estate,Triwulan II 2024,227335.70307201738
ADHB,L,Real Estate,Triwulan III 2024,228134.014769402
ADHB,L,Real Estate,Triwulan IV 2024,222863.6957713606
ADHB,L,Real Estate,Tahunan 2024,901304.237
ADHB,L,Real Estate,Triwulan I 2025,233613.0465034809
ADHB,L,Real Estate,Triwulan II 2025,237762.1088215401
ADHB,L,Real Estate,Triwulan III 2025,239738.42114258662
ADHB,L,Real Estate,Triwulan IV 2025,242435.61468663975
ADHB,L,Real Estate,Tahunan 2025,953549.1912
ADHB,L,Real Estate,Triwulan I 2026,255074.46400476742
ADHB,"M,N",Jasa Perusahaan,Triwulan I 2022,19605.1367865017
ADHB,"M,N",Jasa Perusahaan,Triwulan II 2022,20581.6155573173
ADHB,"M,N",Jasa Perusahaan,Triwulan III 2022,21053.8540906506
ADHB,"M,N",Jasa Perusahaan,Triwulan IV 2022,21424.74474190513
ADHB,"M,N",Jasa Perusahaan,Tahunan 2022,82665.35118
ADHB,"M,N",Jasa Perusahaan,Triwulan I 2023,21014.87518324157
ADHB,"M,N",Jasa Perusahaan,Triwulan II 2023,24072.9206432616
ADHB,"M,N",Jasa Perusahaan,Triwulan III 2023,24425.8676409977
ADHB,"M,N",Jasa Perusahaan,Triwulan IV 2023,25299.897626416714
ADHB,"M,N",Jasa Perusahaan,Tahunan 2023,94813.56109
ADHB,"M,N",Jasa Perusahaan,Triwulan I 2024,23109.4804049433
ADHB,"M,N",Jasa Perusahaan,Triwulan II 2024,26322.3991259025
ADHB,"M,N",Jasa Perusahaan,Triwulan III 2024,26374.5463804599
ADHB,"M,N",Jasa Perusahaan,Triwulan IV 2024,26821.1641066443
ADHB,"M,N",Jasa Perusahaan,Tahunan 2024,102627.59
ADHB,"M,N",Jasa Perusahaan,Triwulan I 2025,25556.624624287084
ADHB,"M,N",Jasa Perusahaan,Triwulan II 2025,27897.56043943101
ADHB,"M,N",Jasa Perusahaan,Triwulan III 2025,27364.65582069844
ADHB,"M,N",Jasa Perusahaan,Triwulan IV 2025,27624.053213164
ADHB,"M,N",Jasa Perusahaan,Tahunan 2025,108442.8941
ADHB,"M,N",Jasa Perusahaan,Triwulan I 2026,26502.997916401975
ADHB,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",Triwulan I 2022,311642.17857883056
ADHB,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",Triwulan II 2022,382678.00687777053
ADHB,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",Triwulan III 2022,379256.45216051757
ADHB,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",Triwulan IV 2022,374894.1305454111
ADHB,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",Tahunan 2022,1448470.768
ADHB,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",Triwulan I 2023,355569.16753022
ADHB,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",Triwulan II 2023,433223.665325824
ADHB,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",Triwulan III 2023,396154.137165855
ADHB,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",Triwulan IV 2023,424623.587970145
ADHB,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",Tahunan 2023,1609570.558
ADHB,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",Triwulan I 2024,394794.171929485
ADHB,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",Triwulan II 2024,465357.545875562
ADHB,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",Triwulan III 2024,420576.154522447
ADHB,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",Triwulan IV 2024,449108.5577746567
ADHB,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",Tahunan 2024,1729836.43
ADHB,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",Triwulan I 2025,410185.499326444
ADHB,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",Triwulan II 2025,488592.526989152
ADHB,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",Triwulan III 2025,452573.686918103
ADHB,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",Triwulan IV 2025,455815.6902296736
ADHB,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",Tahunan 2025,1807167.403
ADHB,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",Triwulan I 2026,459988.49751748046
ADHB,P,Jasa Pendidikan,Triwulan I 2022,242601.77487267627
ADHB,P,Jasa Pendidikan,Triwulan II 2022,251418.2911619744
ADHB,P,Jasa Pendidikan,Triwulan III 2022,272853.7080576576
ADHB,P,Jasa Pendidikan,Triwulan IV 2022,250046.06495373193
ADHB,P,Jasa Pendidikan,Tahunan 2022,1016919.839
ADHB,P,Jasa Pendidikan,Triwulan I 2023,252188.176156354
ADHB,P,Jasa Pendidikan,Triwulan II 2023,277676.30338498
ADHB,P,Jasa Pendidikan,Triwulan III 2023,295442.310987997
ADHB,P,Jasa Pendidikan,Triwulan IV 2023,273401.212897164
ADHB,P,Jasa Pendidikan,Tahunan 2023,1098708.003
ADHB,P,Jasa Pendidikan,Triwulan I 2024,273735.115084825
ADHB,P,Jasa Pendidikan,Triwulan II 2024,300680.681421455
ADHB,P,Jasa Pendidikan,Triwulan III 2024,317156.54595167
ADHB,P,Jasa Pendidikan,Triwulan IV 2024,292326.683596795
ADHB,P,Jasa Pendidikan,Tahunan 2024,1183899.026
ADHB,P,Jasa Pendidikan,Triwulan I 2025,287644.904175664
ADHB,P,Jasa Pendidikan,Triwulan II 2025,310870.661444058
ADHB,P,Jasa Pendidikan,Triwulan III 2025,334415.6207553049
ADHB,P,Jasa Pendidikan,Triwulan IV 2025,317798.153486588
ADHB,P,Jasa Pendidikan,Tahunan 2025,1250729.34
ADHB,P,Jasa Pendidikan,Triwulan I 2026,307907.97094775987
ADHB,Q,Jasa Kesehatan dan Kegiatan Sosial,Triwulan I 2022,108585.500821689
ADHB,Q,Jasa Kesehatan dan Kegiatan Sosial,Triwulan II 2022,118409.837499926
ADHB,Q,Jasa Kesehatan dan Kegiatan Sosial,Triwulan III 2022,122345.212003374
ADHB,Q,Jasa Kesehatan dan Kegiatan Sosial,Triwulan IV 2022,114503.59021677056
ADHB,Q,Jasa Kesehatan dan Kegiatan Sosial,Tahunan 2022,463844.1405
ADHB,Q,Jasa Kesehatan dan Kegiatan Sosial,Triwulan I 2023,125637.35292842114
ADHB,Q,Jasa Kesehatan dan Kegiatan Sosial,Triwulan II 2023,140691.275621205
ADHB,Q,Jasa Kesehatan dan Kegiatan Sosial,Triwulan III 2023,142497.613199013
ADHB,Q,Jasa Kesehatan dan Kegiatan Sosial,Triwulan IV 2023,144528.18476269
ADHB,Q,Jasa Kesehatan dan Kegiatan Sosial,Tahunan 2023,553354.4265
ADHB,Q,Jasa Kesehatan dan Kegiatan Sosial,Triwulan I 2024,139524.173269257
ADHB,Q,Jasa Kesehatan dan Kegiatan Sosial,Triwulan II 2024,149733.7526255818
ADHB,Q,Jasa Kesehatan dan Kegiatan Sosial,Triwulan III 2024,154324.948558874
ADHB,Q,Jasa Kesehatan dan Kegiatan Sosial,Triwulan IV 2024,155953.01680296072
ADHB,Q,Jasa Kesehatan dan Kegiatan Sosial,Tahunan 2024,599535.8913
ADHB,Q,Jasa Kesehatan dan Kegiatan Sosial,Triwulan I 2025,157078.583083352
ADHB,Q,Jasa Kesehatan dan Kegiatan Sosial,Triwulan II 2025,165186.0007383619
